AGI;abscisic_acid;auxin;brassinosteroid;cytokinin;ethylene;gibberellin;jasmonic_acid;salicylic_acid;karrikin;strigolactone;summary;summary_detailed;abscisic_acid_evidence_code;auxin_evidence_code;brassinosteroid_evidence_code;cytokinin_evidence_code;ethylene_evidence_code;gibberellin_evidence_code;jasmonic_acid_evidence_code;salicylic_acid_evidence_code;karrikin_evidence_code;strigolactone_evidence_code;CountIEP;CountExclusiveIEP;pieVec
AT2G45640;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G45660;0;0;0;0;0;1;0;0;0;0;gibberellin;gibberellin;;;;;;IEP;;;;;1;1;piechart: valuelist="0,0,0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G45900;0;0;0;0;0;1;0;0;0;0;gibberellin;gibberellin;;;;;;IEP;;;;;1;1;piechart: valuelist="0,0,0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46070;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46170;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46270;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46410;0;0;0;0;0;0;1;1;0;0;multiple;jasmonic acid,salicylic acid;;;;;;;IEP;IEP;;;2;2;piechart: valuelist="0,0,0,0,0,0,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46510;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46540;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46590;0;0;0;0;0;1;0;0;0;0;gibberellin;gibberellin;;;;;;IMP;;;;;0;0;piechart: valuelist="0,0,0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46680;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IGI,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46690;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;ISS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46820;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IDA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46990;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IEP,TAS;;;;;;;;;1;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G47170;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G47180;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G47190;1;0;0;0;1;0;0;1;0;0;multiple;abscisic acid,ethylene,salicylic acid;IEP,IMP;;;;IEP;;;IEP;;;3;2;piechart: valuelist="1,0,0,0,1,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G47260;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IEP;;;;;;;;;1;1;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G47460;0;1;0;0;1;0;0;0;0;0;multiple;auxin,ethylene;;IEP;;;IEP;;;;;;2;2;piechart: valuelist="0,1,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G47730;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G47750;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;ISS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G47930;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G01090;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G01130;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G01220;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IEP;;;;;;;;;1;1;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G01310;0;0;0;0;1;0;1;0;0;0;multiple;ethylene,jasmonic acid;;;;;IMP;;IMP;;;;0;0;piechart: valuelist="0,0,0,0,1,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G01420;1;0;0;0;0;0;0;1;0;0;multiple;abscisic acid,salicylic acid;IMP;;;;;;;IEP;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G01650;1;1;0;1;0;0;0;0;0;0;multiple;abscisic acid,auxin,cytokinin;IMP;IGI;;IGI;;;;;;;0;0;piechart: valuelist="1,1,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G01770;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IGI;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02110;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IBA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02140;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02180;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02260;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IBA,IDA,IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02410;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02580;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02850;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02860;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02870;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02875;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02880;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IDA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02885;0;0;0;0;0;1;0;1;0;0;multiple;gibberellin,salicylic acid;;;;;;ISS;;IMP;;;0;0;piechart: valuelist="0,0,0,0,0,1,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02910;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G02940;0;0;0;0;0;0;0;1;0;0;salicylic acid;salicylic acid;;;;;;;;IEP;;;1;1;piechart: valuelist="0,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03100;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03550;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03660;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IEP;;;;;;;;;1;1;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03730;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IGI,IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03760;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IMP,IEP;;;;1;0;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03773;0;1;0;1;0;0;0;0;0;0;multiple;auxin,cytokinin;;IGI;;IGI;;;;;;;0;0;piechart: valuelist="0,1,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03820;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;ISS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03830;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IEP,ISS;;;;;;;;;1;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03840;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;ISS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03847;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;ISS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03940;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IGI;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G03990;0;0;0;0;0;0;0;0;0;1;strigolactone;strigolactone;;;;;;;;;;IEP,IMP,IBA;1;0;piechart: valuelist="0,0,0,0,0,0,0,0,0,1" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G04070;0;0;0;0;1;0;0;0;0;0;ethylene;ethylene;;;;;IDA;;;;;;0;0;piechart: valuelist="0,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G04110;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G04280;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;TAS,IMP;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G04290;0;0;0;0;0;0;0;1;0;0;salicylic acid;salicylic acid;;;;;;;;IDA;;;0;0;piechart: valuelist="0,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G04530;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IBA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G04720;0;0;0;0;1;0;0;0;0;0;ethylene;ethylene;;;;;IEP;;;;;;1;1;piechart: valuelist="0,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G04730;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;TAS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G04790;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G05000;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IDA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G05630;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G05700;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G05800;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IGI;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G05880;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;TAS;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G06550;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IDA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G07110;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G07230;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G07360;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G07370;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G07480;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G08040;1;0;0;0;1;0;0;0;0;0;multiple;abscisic acid,ethylene;IEP;;;;IEP;;;;;;2;2;piechart: valuelist="1,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G08510;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G08940;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G09200;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G09230;0;0;0;0;0;0;0;1;0;0;salicylic acid;salicylic acid;;;;;;;;IEP;;;1;1;piechart: valuelist="0,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G09260;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G09370;0;1;0;0;1;0;1;1;0;0;multiple;auxin,ethylene,jasmonic acid,salicylic acid;;IEP;;;IEP;;IEP;IEP;;;4;4;piechart: valuelist="0,1,0,0,1,0,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G09440;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G09600;1;1;0;0;1;1;1;1;0;0;multiple;abscisic acid,auxin,ethylene,gibberellin,jasmonic acid,salicylic acid;IEP;IEP;;;IEP;IEP;IEP;IEP;;;6;6;piechart: valuelist="1,1,0,0,1,1,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
